"longitude","latitude","genus","species","country"
-98.981111,18.955556,"Meccus","Meccus pallidipennis","MX"
-100.225,18.829167,"Meccus","Meccus pallidipennis","MX"
-101.499722,19.124444,"Meccus","Meccus pallidipennis","MX"
-98.140833,17.858333,"Meccus","Meccus pallidipennis","MX"
-98.576389,17.546111,"Meccus","Meccus pallidipennis","MX"
-102.474167,19.589444,"Meccus","Meccus pallidipennis","MX"
-99.638889,17.8125,"Meccus","Meccus pallidipennis","MX"
-99.063055,18.883611,"Meccus","Meccus pallidipennis","MX"
-100.486944,19.395278,"Meccus","Meccus pallidipennis","MX"
-99.5825,18.479722,"Meccus","Meccus pallidipennis","MX"
-99.063055,18.883611,"Meccus","Meccus pallidipennis","MX"
-99.661111,18.24,"Meccus","Meccus pallidipennis","MX"
-99.454444,18.900833,"Meccus","Meccus pallidipennis","MX"
-100.985833,19.087222,"Meccus","Meccus pallidipennis","MX"
-99.456389,18.826944,"Meccus","Meccus pallidipennis","MX"
-100.968055,19.1375,"Meccus","Meccus pallidipennis","MX"
-98.076944,18.115,"Meccus","Meccus pallidipennis","MX"
-102.179167,19.213333,"Meccus","Meccus pallidipennis","MX"
-100.610278,18.271389,"Meccus","Meccus pallidipennis","MX"
-98.576389,17.546111,"Meccus","Meccus pallidipennis","MX"
-100.493889,19.457778,"Meccus","Meccus pallidipennis","MX"
-99.191111,19.406667,"Meccus","Meccus pallidipennis","MX"
-101.499722,19.124444,"Meccus","Meccus pallidipennis","MX"
-98.981111,18.955556,"Meccus","Meccus pallidipennis","MX"
-98.576389,17.546111,"Meccus","Meccus pallidipennis","MX"
-99.465,18.846944,"Meccus","Meccus pallidipennis","MX"
-98.140833,17.858333,"Meccus","Meccus pallidipennis","MX"
-101.454167,20.588056,"Meccus","Meccus pallidipennis","MX"
-101.918055,19.333333,"Meccus","Meccus pallidipennis","MX"
-100.574722,19.205833,"Meccus","Meccus pallidipennis","MX"
-104.601944,19.718889,"Meccus","Meccus pallidipennis","MX"
-101.918055,19.333333,"Meccus","Meccus pallidipennis","MX"
-99.6025,18.488333,"Meccus","Meccus pallidipennis","MX"
-101.918055,19.333333,"Meccus","Meccus pallidipennis","MX"
-101.918055,19.333333,"Meccus","Meccus pallidipennis","MX"
-102.474167,19.589444,"Meccus","Meccus pallidipennis","MX"
-101.867778,19.165,"Meccus","Meccus pallidipennis","MX"
-101.753611,20.776667,"Meccus","Meccus pallidipennis","MX"
-101.821667,20.804444,"Meccus","Meccus pallidipennis","MX"
-101.528889,20.451111,"Meccus","Meccus pallidipennis","MX"
-101.436389,20.570556,"Meccus","Meccus pallidipennis","MX"
-101.3475,20.674167,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.79,20.692222,"Meccus","Meccus pallidipennis","MX"
-101.825,20.5925,"Meccus","Meccus pallidipennis","MX"
-101.996944,20.798056,"Meccus","Meccus pallidipennis","MX"
-101.7925,20.628056,"Meccus","Meccus pallidipennis","MX"
-101.587222,20.699722,"Meccus","Meccus pallidipennis","MX"
-101.798889,20.784167,"Meccus","Meccus pallidipennis","MX"
-101.919167,20.928056,"Meccus","Meccus pallidipennis","MX"
-101.906667,20.643611,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.593611,20.815278,"Meccus","Meccus pallidipennis","MX"
-101.593611,20.815278,"Meccus","Meccus pallidipennis","MX"
-101.842778,20.674444,"Meccus","Meccus pallidipennis","MX"
-101.593611,20.815278,"Meccus","Meccus pallidipennis","MX"
-101.798889,20.784167,"Meccus","Meccus pallidipennis","MX"
-101.6275,20.546667,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.919444,20.648889,"Meccus","Meccus pallidipennis","MX"
-101.861944,20.81,"Meccus","Meccus pallidipennis","MX"
-101.879167,21.030556,"Meccus","Meccus pallidipennis","MX"
-101.373333,20.526944,"Meccus","Meccus pallidipennis","MX"
-101.906667,20.643611,"Meccus","Meccus pallidipennis","MX"
-101.6875,20.800833,"Meccus","Meccus pallidipennis","MX"
-101.798889,20.784167,"Meccus","Meccus pallidipennis","MX"
-101.798889,20.784167,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.798889,20.784167,"Meccus","Meccus pallidipennis","MX"
-101.593611,20.815278,"Meccus","Meccus pallidipennis","MX"
-101.593611,20.815278,"Meccus","Meccus pallidipennis","MX"
-101.336944,20.561667,"Meccus","Meccus pallidipennis","MX"
-101.949167,20.728333,"Meccus","Meccus pallidipennis","MX"
-101.475833,20.389444,"Meccus","Meccus pallidipennis","MX"
-101.373333,20.526944,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.753611,20.776667,"Meccus","Meccus pallidipennis","MX"
-101.947778,20.6425,"Meccus","Meccus pallidipennis","MX"
-101.326389,20.566111,"Meccus","Meccus pallidipennis","MX"
-101.6075,20.749722,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.781389,20.780556,"Meccus","Meccus pallidipennis","MX"
-101.947778,20.6425,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.919444,20.648889,"Meccus","Meccus pallidipennis","MX"
-101.860555,20.911667,"Meccus","Meccus pallidipennis","MX"
-101.724722,20.742778,"Meccus","Meccus pallidipennis","MX"
-101.919444,20.648889,"Meccus","Meccus pallidipennis","MX"
-101.311667,20.553056,"Meccus","Meccus pallidipennis","MX"
-101.753611,20.776667,"Meccus","Meccus pallidipennis","MX"
-101.296667,20.420278,"Meccus","Meccus pallidipennis","MX"
-101.949167,20.728333,"Meccus","Meccus pallidipennis","MX"
-101.381667,20.566389,"Meccus","Meccus pallidipennis","MX"
-101.949167,20.728333,"Meccus","Meccus pallidipennis","MX"
-101.919167,20.928056,"Meccus","Meccus pallidipennis","MX"
-101.528889,20.451111,"Meccus","Meccus pallidipennis","MX"
-101.780278,20.791389,"Meccus","Meccus pallidipennis","MX"
-101.996944,20.798056,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.8075,20.830833,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.645,20.594722,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.849722,20.669444,"Meccus","Meccus pallidipennis","MX"
-101.757222,20.793056,"Meccus","Meccus pallidipennis","MX"
-101.746389,20.836944,"Meccus","Meccus pallidipennis","MX"
-101.8825,20.737778,"Meccus","Meccus pallidipennis","MX"
-101.710555,20.785556,"Meccus","Meccus pallidipennis","MX"
-101.8225,20.751667,"Meccus","Meccus pallidipennis","MX"
-101.336944,20.561667,"Meccus","Meccus pallidipennis","MX"
-99.334728,18.305283,"Meccus","Meccus pallidipennis","MX"
-99.334728,18.305283,"Meccus","Meccus pallidipennis","MX"
-99.334728,18.305283,"Meccus","Meccus pallidipennis","MX"
-99.334728,18.305283,"Meccus","Meccus pallidipennis","MX"
-99.1327,19.4223,"Meccus","Meccus pallidipennis","MX"
-99.145346,18.900115,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-101.085,20.718,"Meccus","Meccus pallidipennis","MX"
-95.212,18.45,"Meccus","Meccus pallidipennis","MX"
-104.369,19.771,"Meccus","Meccus pallidipennis","MX"
-104.369,19.771,"Meccus","Meccus pallidipennis","MX"
-104.369,19.771,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-103.346,20.676,"Meccus","Meccus pallidipennis","MX"
-99.23,18.782,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-98.95,18.8,"Meccus","Meccus pallidipennis","MX"
-99.1,18.985,"Meccus","Meccus pallidipennis","MX"
-98.982,18.884,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-98.467,18.6,"Meccus","Meccus pallidipennis","MX"
-99.399,18.729,"Meccus","Meccus pallidipennis","MX"
-98.996,18.621,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.218,18.817,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-98.996,18.621,"Meccus","Meccus pallidipennis","MX"
-99.275,18.572,"Meccus","Meccus pallidipennis","MX"
-99.368,17.217,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-98.996,18.621,"Meccus","Meccus pallidipennis","MX"
-98.95,18.8,"Meccus","Meccus pallidipennis","MX"
-99.072,18.863,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-98.97,18.906,"Meccus","Meccus pallidipennis","MX"
-99.509,18.668,"Meccus","Meccus pallidipennis","MX"
-99.539,18.344,"Meccus","Meccus pallidipennis","MX"
-99.539,18.344,"Meccus","Meccus pallidipennis","MX"
-99,18,"Meccus","Meccus pallidipennis","MX"
-99,18,"Meccus","Meccus pallidipennis","MX"
-99,18,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.16,18.629,"Meccus","Meccus pallidipennis","MX"
-98.95,18.8,"Meccus","Meccus pallidipennis","MX"
-98.95,18.8,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.539,18.344,"Meccus","Meccus pallidipennis","MX"
-103.585,19.318,"Meccus","Meccus pallidipennis","MX"
-103.718,19.25,"Meccus","Meccus pallidipennis","MX"
-103.717,19.218,"Meccus","Meccus pallidipennis","MX"
-101.457,19.235,"Meccus","Meccus pallidipennis","MX"
-101.322,17.925,"Meccus","Meccus pallidipennis","MX"
-99.873,18.367,"Meccus","Meccus pallidipennis","MX"
-98.97,18.906,"Meccus","Meccus pallidipennis","MX"
-98.997,18.621,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-99.25,18.917,"Meccus","Meccus pallidipennis","MX"
-98.982,18.884,"Meccus","Meccus pallidipennis","MX"
-98.982,18.884,"Meccus","Meccus pallidipennis","MX"
-99.873,18.367,"Meccus","Meccus pallidipennis","MX"
-96.72,17.067778,"Meccus","Meccus pallidipennis","MX"
-100.195867,23.680833,"Meccus","Meccus pallidipennis","MX"
-100.195867,23.680833,"Meccus","Meccus pallidipennis","MX"
-100.02,25.283333,"Meccus","Meccus pallidipennis","MX"
-103.730556,19.243056,"Meccus","Meccus pallidipennis","MX"
-99.234167,18.918611,"Meccus","Meccus pallidipennis","MX"
-100.31575,25.723694,"Meccus","Meccus pallidipennis","MX"
-100.31575,25.723694,"Meccus","Meccus pallidipennis","MX"
-99.175833,18.881667,"Meccus","Meccus pallidipennis","MX"
-99.175833,18.881667,"Meccus","Meccus pallidipennis","MX"
-99.175833,18.881667,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-99.175833,18.881667,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-99.175833,18.881667,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.7425,18.769444,"Meccus","Meccus pallidipennis","MX"
-98.973081,18.906592,"Meccus","Meccus pallidipennis","MX"
-99.257097,18.94471,"Meccus","Meccus pallidipennis","MX"
-70.529749,-29.999405,"Mepraia","Mepraia spinolai","CL"
-71.294571,-29.571791,"Mepraia","Mepraia spinolai","CL"
-70.753186,-32.744626,"Mepraia","Mepraia spinolai","CL"
-71.294571,-29.571791,"Mepraia","Mepraia spinolai","CL"
-71.068233,-31.4735,"Mepraia","Mepraia spinolai","CL"
-71.061692,-31.482247,"Mepraia","Mepraia spinolai","CL"
-70.765524,-32.768434,"Mepraia","Mepraia spinolai","CL"
-70.76905,-32.76503,"Mepraia","Mepraia spinolai","CL"
-71.294571,-29.571791,"Mepraia","Mepraia spinolai","CL"
-70.994894,-32.848844,"Mepraia","Mepraia spinolai","CL"
-70.996128,-32.850274,"Mepraia","Mepraia spinolai","CL"
-70.996413,-32.850008,"Mepraia","Mepraia spinolai","CL"
-70.992498,-30.030661,"Mepraia","Mepraia spinolai","CL"
-70.877679,-32.855816,"Mepraia","Mepraia spinolai","CL"
-71.242222,-31.755833,"Mepraia","Mepraia spinolai","CL"
-71.311188,-30.017992,"Mepraia","Mepraia spinolai","CL"
-70.784374,-32.503955,"Mepraia","Mepraia spinolai","CL"
-70.718238,-32.987462,"Mepraia","Mepraia spinolai","CL"
-71.087914,-32.939205,"Mepraia","Mepraia spinolai","CL"
-71.247863,-31.60743,"Mepraia","Mepraia spinolai","CL"
-70.626096,-32.297616,"Mepraia","Mepraia spinolai","CL"
-70.975915,-33.071696,"Mepraia","Mepraia spinolai","CL"
-70.68,-33.087983,"Mepraia","Mepraia spinolai","CL"
-70.951804,-33.00128,"Mepraia","Mepraia spinolai","CL"
-69.950667,-26.80265,"Mepraia","Mepraia spinolai","CL"
-71.061111,-31.483611,"Mepraia","Mepraia spinolai","CL"
-71.061111,-31.483611,"Mepraia","Mepraia spinolai","CL"
-71.061111,-31.483611,"Mepraia","Mepraia spinolai","CL"
-71.061111,-31.483611,"Mepraia","Mepraia spinolai","CL"
-70.491389,-30.062778,"Mepraia","Mepraia spinolai","CL"
-69.904239,-26.754681,"Mepraia","Mepraia spinolai","CL"
-70.6635,-30.049731,"Mepraia","Mepraia spinolai","CL"
-70.993713,-31.275178,"Mepraia","Mepraia spinolai","CL"
-70.998679,-31.266613,"Mepraia","Mepraia spinolai","CL"
-71.117444,-30.392435,"Mepraia","Mepraia spinolai","CL"
-71.015937,-31.412172,"Mepraia","Mepraia spinolai","CL"
-70.86259,-31.734856,"Mepraia","Mepraia spinolai","CL"
-70.673761,-31.90935,"Mepraia","Mepraia spinolai","CL"
-70.995984,-31.283739,"Mepraia","Mepraia spinolai","CL"
-70.786747,-32.23707,"Mepraia","Mepraia spinolai","CL"
-70.675526,-32.615755,"Mepraia","Mepraia spinolai","CL"
-70.811832,-30.012385,"Mepraia","Mepraia spinolai","CL"
-70.818976,-29.99934,"Mepraia","Mepraia spinolai","CL"
-70.447509,-30.118633,"Mepraia","Mepraia spinolai","CL"
-71.006371,-31.257951,"Mepraia","Mepraia spinolai","CL"
-71.354794,-30.859984,"Mepraia","Mepraia spinolai","CL"
-70.185307,-28.97588,"Mepraia","Mepraia spinolai","CL"
-70.410902,-30.141959,"Mepraia","Mepraia spinolai","CL"
-70.847863,-30.419976,"Mepraia","Mepraia spinolai","CL"
-70.379296,-30.160269,"Mepraia","Mepraia spinolai","CL"
-71.362574,-30.874932,"Mepraia","Mepraia spinolai","CL"
-70.810578,-30.033506,"Mepraia","Mepraia spinolai","CL"
-70.745903,-31.878117,"Mepraia","Mepraia spinolai","CL"
-70.787533,-31.901766,"Mepraia","Mepraia spinolai","CL"
-70.66243,-30.894349,"Mepraia","Mepraia spinolai","CL"
-70.709719,-31.891859,"Mepraia","Mepraia spinolai","CL"
-70.671614,-31.019259,"Mepraia","Mepraia spinolai","CL"
-71.010369,-31.424788,"Mepraia","Mepraia spinolai","CL"
-71.012999,-31.436121,"Mepraia","Mepraia spinolai","CL"
-70.69805,-31.897229,"Mepraia","Mepraia spinolai","CL"
-70.740859,-31.8949,"Mepraia","Mepraia spinolai","CL"
-71.06298,-31.637207,"Mepraia","Mepraia spinolai","CL"
-70.679949,-31.889117,"Mepraia","Mepraia spinolai","CL"
-70.686438,-32.617431,"Mepraia","Mepraia spinolai","CL"
-70.995526,-31.411842,"Mepraia","Mepraia spinolai","CL"
-70.589544,-30.797207,"Mepraia","Mepraia spinolai","CL"
-71.343454,-30.84639,"Mepraia","Mepraia spinolai","CL"
-71.018967,-31.446563,"Mepraia","Mepraia spinolai","CL"
-70.870556,-32.853611,"Mepraia","Mepraia spinolai","CL"
-70.815733,-30.782499,"Mepraia","Mepraia spinolai","CL"
-70.948103,-31.739043,"Mepraia","Mepraia spinolai","CL"
-70.712232,-30.853527,"Mepraia","Mepraia spinolai","CL"
-70.698159,-30.854199,"Mepraia","Mepraia spinolai","CL"
-70.774742,-30.949312,"Mepraia","Mepraia spinolai","CL"
-70.665105,-30.847556,"Mepraia","Mepraia spinolai","CL"
-70.774187,-30.940244,"Mepraia","Mepraia spinolai","CL"
-70.884764,-31.837844,"Mepraia","Mepraia spinolai","CL"
-70.658274,-30.835834,"Mepraia","Mepraia spinolai","CL"
-70.685939,-30.844291,"Mepraia","Mepraia spinolai","CL"
-71.107128,-31.626718,"Mepraia","Mepraia spinolai","CL"
-70.675212,-30.751525,"Mepraia","Mepraia spinolai","CL"
-70.735299,-30.860446,"Mepraia","Mepraia spinolai","CL"
-70.77167,-30.961542,"Mepraia","Mepraia spinolai","CL"
-71.5,-33.333333,"Mepraia","Mepraia spinolai","CL"
-70.949444,-29.796944,"Mepraia","Mepraia spinolai","CL"
-70.916589,-27.893343,"Mepraia","Mepraia spinolai","CL"
-71.330289,-30.021815,"Mepraia","Mepraia spinolai","CL"
-71.25,-29.7167,"Mepraia","Mepraia spinolai","CL"
-71.201415,-29.384422,"Mepraia","Mepraia spinolai","CL"
-71.11472,-30.227969,"Mepraia","Mepraia spinolai","CL"
-70.614998,-32.897425,"Mepraia","Mepraia spinolai","CL"
-70.384004,-30.148715,"Mepraia","Mepraia spinolai","CL"
-70.923347,-33.106795,"Mepraia","Mepraia spinolai","CL"
-70.905338,-33.100993,"Mepraia","Mepraia spinolai","CL"
-70.930243,-33.085009,"Mepraia","Mepraia spinolai","CL"
-70.282222,-32.940556,"Mepraia","Mepraia spinolai","CL"
-71.106174,-29.924698,"Mepraia","Mepraia spinolai","CL"
-70.094655,-29.975603,"Mepraia","Mepraia spinolai","CL"
-71.348425,-30.876597,"Mepraia","Mepraia spinolai","CL"
-71.45,-31.4,"Mepraia","Mepraia spinolai","CL"
-71.05,-29.938611,"Mepraia","Mepraia spinolai","CL"
-70.82828,-30.02229,"Mepraia","Mepraia spinolai","CL"
-71.456489,-31.28075,"Mepraia","Mepraia spinolai","CL"
-71.15844,-30.295176,"Mepraia","Mepraia spinolai","CL"
-71.0167,-29.8833,"Mepraia","Mepraia spinolai","CL"
-71.125329,-29.357165,"Mepraia","Mepraia spinolai","CL"
-71.111445,-30.253101,"Mepraia","Mepraia spinolai","CL"
-71.070047,-29.371525,"Mepraia","Mepraia spinolai","CL"
-71.056753,-29.386764,"Mepraia","Mepraia spinolai","CL"
-70.960378,-33.086973,"Mepraia","Mepraia spinolai","CL"
-70.945832,-33.086083,"Mepraia","Mepraia spinolai","CL"
-71.091997,-29.382136,"Mepraia","Mepraia spinolai","CL"
-70.8333,-33.4667,"Mepraia","Mepraia spinolai","CL"
-71.201274,-32.73424,"Mepraia","Mepraia spinolai","CL"
-70.651597,-30.221334,"Mepraia","Mepraia spinolai","CL"
-70.65,-33.1,"Mepraia","Mepraia spinolai","CL"
-70.313033,-27.366469,"Mepraia","Mepraia spinolai","CL"
-71.407893,-29.097139,"Mepraia","Mepraia spinolai","CL"
-71.4167,-30.2667,"Mepraia","Mepraia spinolai","CL"
-70.837778,-29.706667,"Mepraia","Mepraia spinolai","CL"
-71.034492,-32.678453,"Mepraia","Mepraia spinolai","CL"
-71.119648,-32.953912,"Mepraia","Mepraia spinolai","CL"
-70.05,-26.366667,"Mepraia","Mepraia spinolai","CL"
-70.771394,-30.603205,"Mepraia","Mepraia spinolai","CL"
-71.005518,-31.829004,"Mepraia","Mepraia spinolai","CL"
-71.002765,-31.8373,"Mepraia","Mepraia spinolai","CL"
-70.43,-33.12,"Mepraia","Mepraia spinolai","CL"
-71.266667,-30.55,"Mepraia","Mepraia spinolai","CL"
-70.075556,-28.7225,"Mepraia","Mepraia spinolai","CL"
-70.959246,-30.69828,"Mepraia","Mepraia spinolai","CL"
-71.075556,-28.147778,"Mepraia","Mepraia spinolai","CL"
-69.904444,-26.755556,"Mepraia","Mepraia spinolai","CL"
-71.044974,-31.456441,"Mepraia","Mepraia spinolai","CL"
-70.975045,-31.205851,"Mepraia","Mepraia spinolai","CL"
-70.725253,-33.092575,"Mepraia","Mepraia spinolai","CL"
-70.879471,-33.283111,"Mepraia","Mepraia spinolai","CL"
-71.15,-30.5333,"Mepraia","Mepraia spinolai","CL"
-70.966246,-31.562848,"Mepraia","Mepraia spinolai","CL"
-70.4986,-30.0956,"Mepraia","Mepraia spinolai","CL"
-70.52121,-29.88425,"Mepraia","Mepraia spinolai","CL"
-70.556174,-29.983815,"Mepraia","Mepraia spinolai","CL"
-71.0833,-31.5833,"Mepraia","Mepraia spinolai","CL"
-70.272796,-32.903832,"Mepraia","Mepraia spinolai","CL"
-70.714334,-32.626881,"Mepraia","Mepraia spinolai","CL"
-70.981004,-32.76667,"Mepraia","Mepraia spinolai","CL"
-71.065268,-32.426062,"Mepraia","Mepraia spinolai","CL"
-70.967518,-32.746397,"Mepraia","Mepraia spinolai","CL"
-70.75,-32.6167,"Mepraia","Mepraia spinolai","CL"
-70.579964,-32.800633,"Mepraia","Mepraia spinolai","CL"
-70.580097,-32.486408,"Mepraia","Mepraia spinolai","CL"
-70.613307,-32.862127,"Mepraia","Mepraia spinolai","CL"
-70.274693,-32.944632,"Mepraia","Mepraia spinolai","CL"
-70.6667,-32.6833,"Mepraia","Mepraia spinolai","CL"
-70.532982,-32.674607,"Mepraia","Mepraia spinolai","CL"
-70.8833,-32.15,"Mepraia","Mepraia spinolai","CL"
-71.094513,-31.959525,"Mepraia","Mepraia spinolai","CL"
-71.105278,-31.507778,"Mepraia","Mepraia spinolai","CL"
-71.1,-31.5,"Mepraia","Mepraia spinolai","CL"
-70.670917,-33.195053,"Mepraia","Mepraia spinolai","CL"
-71.231665,-32.449455,"Mepraia","Mepraia spinolai","CL"
-71.1,-30.5,"Mepraia","Mepraia spinolai","CL"
-71.086866,-32.965556,"Mepraia","Mepraia spinolai","CL"
-70.690892,-29.019879,"Mepraia","Mepraia spinolai","CL"
-69.654247,-27.194524,"Mepraia","Mepraia spinolai","CL"
-70.925265,-32.250378,"Mepraia","Mepraia spinolai","CL"
-70.742135,-32.576435,"Mepraia","Mepraia spinolai","CL"
-69.593669,-26.640043,"Mepraia","Mepraia spinolai","CL"
-71.252744,-29.908305,"Mepraia","Mepraia spinolai","CL"
-69.639793,-27.195169,"Mepraia","Mepraia spinolai","CL"
-70.738351,-30.241643,"Mepraia","Mepraia spinolai","CL"
-70.772603,-29.643659,"Mepraia","Mepraia spinolai","CL"
-70.931389,-33.105278,"Mepraia","Mepraia spinolai","CL"
-70.866013,-29.996729,"Mepraia","Mepraia spinolai","CL"
-71.27798,-30.319082,"Mepraia","Mepraia spinolai","CL"
-70.777582,-32.706942,"Mepraia","Mepraia spinolai","CL"
-71.064651,-29.422277,"Mepraia","Mepraia spinolai","CL"
-70.976268,-32.988733,"Mepraia","Mepraia spinolai","CL"
-71.259785,-29.989463,"Mepraia","Mepraia spinolai","CL"
-71.168655,-29.81278,"Mepraia","Mepraia spinolai","CL"
-71.263156,-30.033741,"Mepraia","Mepraia spinolai","CL"
-71.340399,-29.97616,"Mepraia","Mepraia spinolai","CL"
-71.322808,-29.969901,"Mepraia","Mepraia spinolai","CL"
-70.946327,-32.606148,"Mepraia","Mepraia spinolai","CL"
-71.251937,-29.902669,"Mepraia","Mepraia spinolai","CL"
-71.587219,-31.184999,"Mepraia","Mepraia spinolai","CL"
-71.369172,-29.970837,"Mepraia","Mepraia spinolai","CL"
-71.167847,-30.673428,"Mepraia","Mepraia spinolai","CL"
-71.283648,-30.579916,"Mepraia","Mepraia spinolai","CL"
-71.374806,-30.007553,"Mepraia","Mepraia spinolai","CL"
-70.430695,-32.421799,"Mepraia","Mepraia spinolai","CL"
-71.154724,-31.338333,"Mepraia","Mepraia spinolai","CL"
-71.278161,-29.692055,"Mepraia","Mepraia spinolai","CL"
-70.716667,-32.626111,"Mepraia","Mepraia spinolai","CL"
-70.931389,-33.105278,"Mepraia","Mepraia spinolai","CL"
-70.516667,-30.016667,"Mepraia","Mepraia spinolai","CL"
-70.6975,-30.854444,"Mepraia","Mepraia spinolai","CL"
