"longitude","latitude","genus","species","country"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-96.97693,30.853245,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.8167,30.2167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.31527,30.110495,"Triatoma","Triatoma gerstaeckeri","US"
-98.687799,29.225517,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-98.687799,29.225517,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.42141,30.097986,"Triatoma","Triatoma gerstaeckeri","US"
-96.97693,30.853245,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-98.030872,33.826212,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-98.030872,33.826212,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,29.8667,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,29.8667,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,29.8667,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,29.8667,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-96.615826,32.671521,"Triatoma","Triatoma gerstaeckeri","US"
-98.42141,30.097986,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-96.95,29.3833,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.687799,29.225517,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-97.8167,30.2167,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.3,30.05,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.181696,31.063784,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,28.75,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,28.75,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-97.452493,29.501626,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-96.963868,28.076113,"Triatoma","Triatoma gerstaeckeri","US"
-97.452493,29.501626,"Triatoma","Triatoma gerstaeckeri","US"
-96.97693,30.853245,"Triatoma","Triatoma gerstaeckeri","US"
-98.687799,29.225517,"Triatoma","Triatoma gerstaeckeri","US"
-98.223622,29.645504,"Triatoma","Triatoma gerstaeckeri","US"
-97.247774,30.834356,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-98.5667,28.35,"Triatoma","Triatoma gerstaeckeri","US"
-97.8167,30.2167,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,28.75,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.9333,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-99.3,30.05,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-96.95,29.3833,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-98.42141,30.097986,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-97.75,28.4,"Triatoma","Triatoma gerstaeckeri","US"
-94.739089,30.152435,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-94.739089,30.152435,"Triatoma","Triatoma gerstaeckeri","US"
-94.739089,30.152435,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-96.9167,29.8667,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-99.8333,29.8167,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.6333,26.4667,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-98.1,27.7667,"Triatoma","Triatoma gerstaeckeri","US"
-98.1,27.7667,"Triatoma","Triatoma gerstaeckeri","US"
-98.1,27.7667,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-96.97693,30.853245,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.872228,30.122712,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-97.8167,30.2167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.7167,29.2667,"Triatoma","Triatoma gerstaeckeri","US"
-97.8167,30.2167,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-98.263068,26.100355,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-97.45,27.8,"Triatoma","Triatoma gerstaeckeri","US"
-99.786168,29.209684,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-99.073646,29.726613,"Triatoma","Triatoma gerstaeckeri","US"
-97.002768,31.135459,"Triatoma","Triatoma gerstaeckeri","US"
-96.97693,30.853245,"Triatoma","Triatoma gerstaeckeri","US"
-102.407425,34.715342,"Triatoma","Triatoma gerstaeckeri","US"
